#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 154900      1.02e+00    9.18e-01      5.08e-03    4.27e-03      6.90e-02    6.24e-02    2.1e-04
 155000      1.04e+00    9.25e-01      1.48e-03    2.65e-04      7.28e-02    6.46e-02    2.0e-04
 155100      9.65e-01    9.44e-01      4.90e-03    4.34e-03      6.73e-02    6.58e-02    2.0e-04
 155200      9.58e-01    9.92e-01      4.77e-03    5.01e-03      6.68e-02    6.92e-02    2.0e-04
 155300      9.22e-01    1.00e+00      3.17e-03    2.02e-03      6.43e-02    6.99e-02    2.0e-04
 155400      9.50e-01    1.03e+00      2.35e-03    4.23e-04      6.64e-02    7.23e-02    2.0e-04
 155500      8.72e-01    9.74e-01      3.66e-03    4.82e-03      6.09e-02    6.79e-02    2.0e-04
 155600      9.72e-01    9.87e-01      6.94e-04    1.20e-03      6.79e-02    6.90e-02    2.0e-04
 155700      9.99e-01    8.72e-01      5.69e-03    5.69e-03      6.96e-02    6.08e-02    2.0e-04
 155800      9.84e-01    9.43e-01      2.60e-03    2.77e-03      6.88e-02    6.59e-02    2.0e-04
 155900      9.90e-01    9.69e-01      1.04e-03    1.05e-03      6.92e-02    6.77e-02    2.0e-04
 156000      9.46e-01    9.37e-01      4.66e-03    4.02e-03      6.60e-02    6.54e-02    2.0e-04
 156100      9.54e-01    9.70e-01      2.85e-03    3.99e-03      6.66e-02    6.77e-02    2.0e-04
 156200      9.11e-01    9.31e-01      2.38e-03    2.14e-03      6.37e-02    6.50e-02    2.0e-04
 156300      9.61e-01    8.75e-01      1.04e-03    5.01e-05      6.71e-02    6.12e-02    2.0e-04
 156400      9.19e-01    8.72e-01      2.45e-03    2.96e-03      6.42e-02    6.09e-02    2.0e-04
 156500      9.47e-01    8.56e-01      2.23e-03    2.21e-03      6.62e-02    5.98e-02    2.0e-04
 156600      9.90e-01    9.63e-01      3.20e-04    2.17e-05      6.92e-02    6.73e-02    2.0e-04
 156700      1.05e+00    1.00e+00      6.99e-03    7.10e-03      7.34e-02    6.99e-02    2.0e-04
 156800      9.53e-01    9.26e-01      3.54e-04    4.81e-04      6.66e-02    6.47e-02    2.0e-04
 156900      1.02e+00    9.33e-01      3.81e-03    2.81e-03      7.14e-02    6.52e-02    2.0e-04
 157000      9.37e-01    1.07e+00      2.11e-03    8.02e-04      6.55e-02    7.45e-02    2.0e-04
 157100      9.63e-01    9.18e-01      6.19e-03    5.64e-03      6.71e-02    6.39e-02    2.0e-04
 157200      9.15e-01    8.93e-01      4.82e-03    4.90e-03      6.38e-02    6.23e-02    2.0e-04
 157300      9.52e-01    8.90e-01      2.96e-03    2.92e-03      6.65e-02    6.22e-02    2.0e-04
 157400      9.22e-01    9.33e-01      6.54e-04    1.48e-03      6.44e-02    6.52e-02    2.0e-04
 157500      9.18e-01    8.75e-01      5.73e-03    4.45e-03      6.39e-02    6.10e-02    2.0e-04
 157600      8.93e-01    1.01e+00      2.32e-03    2.51e-03      6.24e-02    7.02e-02    2.0e-04
 157700      9.05e-01    8.57e-01      9.98e-04    1.67e-03      6.33e-02    5.99e-02    2.0e-04
 157800      1.01e+00    8.74e-01      1.45e-03    2.55e-03      7.04e-02    6.10e-02    2.0e-04
 157900      1.01e+00    1.02e+00      6.39e-04    7.20e-04      7.07e-02    7.14e-02    2.0e-04
 158000      9.21e-01    9.20e-01      3.93e-04    1.43e-03      6.44e-02    6.43e-02    2.0e-04
 158100      9.76e-01    9.79e-01      2.41e-03    1.03e-03      6.82e-02    6.84e-02    2.0e-04
 158200      9.31e-01    1.05e+00      1.57e-03    9.70e-04      6.51e-02    7.33e-02    2.0e-04
 158300      9.21e-01    8.47e-01      1.73e-03    2.25e-03      6.43e-02    5.91e-02    2.0e-04
 158400      1.01e+00    9.51e-01      7.39e-04    6.09e-04      7.02e-02    6.64e-02    2.0e-04
 158500      8.88e-01    8.96e-01      1.91e-03    2.21e-03      6.20e-02    6.26e-02    2.0e-04
 158600      9.43e-01    9.08e-01      1.84e-03    2.00e-03      6.59e-02    6.35e-02    2.0e-04
 158700      9.96e-01    9.71e-01      2.81e-04    7.40e-04      6.96e-02    6.79e-02    2.0e-04
 158800      9.78e-01    8.31e-01      7.59e-04    7.81e-04      6.84e-02    5.80e-02    2.0e-04
 158900      9.51e-01    9.33e-01      1.38e-03    6.55e-04      6.64e-02    6.52e-02    2.0e-04
 159000      8.99e-01    9.35e-01      3.42e-03    3.20e-03      6.28e-02    6.53e-02    2.0e-04
 159100      9.77e-01    9.75e-01      3.67e-03    2.92e-03      6.82e-02    6.81e-02    2.0e-04
 159200      1.00e+00    9.29e-01      5.33e-03    3.68e-03      7.00e-02    6.48e-02    2.0e-04
 159300      1.00e+00    9.12e-01      4.04e-03    4.70e-03      6.99e-02    6.36e-02    2.0e-04
 159400      9.40e-01    9.70e-01      5.22e-03    5.53e-03      6.55e-02    6.76e-02    2.0e-04
 159500      9.64e-01    9.70e-01      4.18e-03    4.30e-03      6.73e-02    6.77e-02    2.0e-04
 159600      9.92e-01    8.45e-01      4.85e-03    3.54e-03      6.92e-02    5.90e-02    2.0e-04
 159700      9.05e-01    8.48e-01      7.45e-04    1.41e-03      6.32e-02    5.92e-02    2.0e-04
 159800      9.53e-01    9.67e-01      1.01e-03    1.09e-03      6.66e-02    6.76e-02    2.0e-04
 159900      9.45e-01    9.90e-01      2.63e-03    3.02e-03      6.60e-02    6.91e-02    2.0e-04
 160000      9.31e-01    1.08e+00      2.53e-03    2.08e-03      6.67e-02    7.75e-02    1.9e-04
 160100      9.47e-01    9.42e-01      3.50e-03    2.72e-03      6.79e-02    6.75e-02    1.9e-04
 160200      9.70e-01    8.23e-01      3.66e-03    2.25e-03      6.95e-02    5.90e-02    1.9e-04
 160300      8.91e-01    9.61e-01      3.86e-03    3.53e-03      6.38e-02    6.88e-02    1.9e-04
 160400      8.63e-01    9.81e-01      3.63e-03    2.71e-03      6.18e-02    7.03e-02    1.9e-04
 160500      9.09e-01    8.59e-01      1.92e-03    2.47e-03      6.52e-02    6.15e-02    1.9e-04
 160600      9.58e-01    9.55e-01      1.12e-03    1.24e-03      6.87e-02    6.85e-02    1.9e-04
 160700      9.90e-01    9.16e-01      2.61e-04    1.23e-03      7.10e-02    6.57e-02    1.9e-04
 160800      9.26e-01    8.60e-01      7.21e-04    3.40e-04      6.64e-02    6.16e-02    1.9e-04
 160900      9.30e-01    9.37e-01      2.68e-03    3.09e-03      6.66e-02    6.71e-02    1.9e-04
 161000      8.39e-01    8.62e-01      7.81e-04    3.33e-04      6.02e-02    6.18e-02    1.9e-04
 161100      9.34e-01    8.38e-01      2.26e-03    1.25e-03      6.69e-02    6.01e-02    1.9e-04
 161200      9.00e-01    8.11e-01      1.49e-03    4.04e-05      6.45e-02    5.81e-02    1.9e-04
 161300      9.43e-01    9.18e-01      2.06e-03    1.20e-03      6.75e-02    6.58e-02    1.9e-04
 161400      9.51e-01    9.15e-01      2.61e-03    2.04e-03      6.82e-02    6.56e-02    1.9e-04
 161500      9.07e-01    8.76e-01      4.07e-03    3.89e-03      6.50e-02    6.27e-02    1.9e-04
 161600      9.85e-01    8.37e-01      2.00e-03    1.54e-03      7.06e-02    6.00e-02    1.9e-04
 161700      9.76e-01    8.27e-01      2.99e-03    3.28e-03      6.99e-02    5.92e-02    1.9e-04
 161800      9.07e-01    9.24e-01      7.11e-04    7.94e-04      6.50e-02    6.63e-02    1.9e-04
 161900      9.37e-01    9.37e-01      1.02e-03    1.57e-03      6.71e-02    6.72e-02    1.9e-04
 162000      9.37e-01    9.13e-01      4.32e-04    4.67e-04      6.72e-02    6.54e-02    1.9e-04
 162100      9.10e-01    9.29e-01      2.40e-03    1.33e-03      6.52e-02    6.66e-02    1.9e-04
 162200      9.00e-01    9.28e-01      4.45e-03    4.00e-03      6.44e-02    6.64e-02    1.9e-04
 162300      8.67e-01    1.01e+00      1.45e-03    2.19e-03      6.21e-02    7.22e-02    1.9e-04
 162400      9.84e-01    8.67e-01      1.85e-03    1.75e-03      7.05e-02    6.22e-02    1.9e-04
 162500      9.24e-01    9.37e-01      1.68e-03    2.31e-03      6.62e-02    6.71e-02    1.9e-04
 162600      9.59e-01    8.67e-01      1.26e-03    5.85e-04      6.87e-02    6.21e-02    1.9e-04
 162700      8.98e-01    9.77e-01      4.52e-03    3.78e-03      6.42e-02    6.99e-02    1.9e-04
 162800      9.22e-01    6.98e-01      3.76e-03    3.31e-03      6.60e-02    5.00e-02    1.9e-04
 162900      9.21e-01    9.03e-01      7.08e-04    3.23e-04      6.60e-02    6.47e-02    1.9e-04
 163000      8.74e-01    9.52e-01      7.75e-04    1.31e-03      6.26e-02    6.82e-02    1.9e-04
 163100      9.30e-01    9.08e-01      1.23e-03    1.48e-03      6.67e-02    6.51e-02    1.9e-04
 163200      9.01e-01    8.76e-01      4.26e-03    4.72e-03      6.45e-02    6.27e-02    1.9e-04
 163300      9.45e-01    7.78e-01      1.36e-03    1.30e-03      6.78e-02    5.57e-02    1.9e-04
 163400      9.03e-01    9.19e-01      3.51e-03    3.33e-03      6.46e-02    6.58e-02    1.9e-04
 163500      9.33e-01    8.99e-01      1.29e-04    5.49e-04      6.69e-02    6.44e-02    1.9e-04
 163600      9.09e-01    9.45e-01      3.61e-04    3.04e-04      6.51e-02    6.77e-02    1.9e-04
 163700      9.19e-01    7.95e-01      1.18e-03    1.19e-03      6.59e-02    5.70e-02    1.9e-04
 163800      9.42e-01    9.43e-01      3.06e-03    2.31e-03      6.75e-02    6.75e-02    1.9e-04
 163900      9.25e-01    9.38e-01      2.84e-03    2.21e-03      6.62e-02    6.72e-02    1.9e-04
 164000      8.97e-01    8.03e-01      9.35e-04    5.76e-04      6.43e-02    5.75e-02    1.9e-04
 164100      8.96e-01    9.47e-01      2.38e-03    1.90e-03      6.42e-02    6.79e-02    1.9e-04
 164200      9.74e-01    9.32e-01      2.53e-03    1.67e-03      6.98e-02    6.68e-02    1.9e-04
 164300      9.53e-01    9.09e-01      6.89e-04    1.42e-03      6.83e-02    6.52e-02    1.9e-04
 164400      9.20e-01    1.00e+00      8.68e-04    7.80e-04      6.59e-02    7.18e-02    1.9e-04
 164500      9.16e-01    9.15e-01      1.40e-03    1.48e-03      6.56e-02    6.56e-02    1.9e-04
 164600      9.45e-01    9.22e-01      2.76e-03    1.28e-03      6.77e-02    6.61e-02    1.9e-04
 164700      9.18e-01    8.95e-01      1.31e-03    2.42e-03      6.58e-02    6.41e-02    1.9e-04
 164800      9.62e-01    8.93e-01      1.05e-03    9.91e-05      6.89e-02    6.40e-02    1.9e-04
 164900      9.35e-01    9.08e-01      4.21e-03    3.22e-03      6.70e-02    6.51e-02    1.9e-04
 165000      9.36e-01    8.60e-01      5.56e-04    5.86e-04      6.88e-02    6.33e-02    1.8e-04
 165100      8.56e-01    9.40e-01      3.50e-04    1.23e-03      6.29e-02    6.92e-02    1.8e-04
 165200      9.80e-01    8.70e-01      3.59e-03    4.42e-03      7.20e-02    6.39e-02    1.8e-04
 165300      8.86e-01    8.33e-01      3.59e-03    3.18e-03      6.51e-02    6.12e-02    1.8e-04
 165400      9.65e-01    8.64e-01      1.12e-03    4.83e-04      7.10e-02    6.35e-02    1.8e-04
 165500      8.58e-01    7.73e-01      4.95e-03    5.09e-03      6.29e-02    5.67e-02    1.8e-04
 165600      9.37e-01    8.42e-01      9.43e-04    1.16e-03      6.89e-02    6.19e-02    1.8e-04
 165700      8.92e-01    9.54e-01      5.58e-03    4.90e-03      6.54e-02    7.00e-02    1.8e-04
 165800      9.54e-01    9.08e-01      1.02e-03    9.89e-04      7.02e-02    6.68e-02    1.8e-04
 165900      9.23e-01    8.86e-01      8.86e-04    1.04e-04      6.79e-02    6.51e-02    1.8e-04
 166000      9.09e-01    9.33e-01      1.32e-04    1.52e-04      6.68e-02    6.86e-02    1.8e-04
 166100      9.01e-01    8.15e-01      2.22e-03    2.64e-03      6.62e-02    5.99e-02    1.8e-04
 166200      8.73e-01    8.73e-01      2.51e-03    2.28e-03      6.42e-02    6.42e-02    1.8e-04
 166300      8.81e-01    8.91e-01      1.93e-03    1.29e-03      6.47e-02    6.56e-02    1.8e-04
 166400      9.68e-01    8.38e-01      1.49e-03    1.11e-03      7.12e-02    6.16e-02    1.8e-04
 166500      9.79e-01    9.73e-01      1.42e-03    2.12e-03      7.20e-02    7.15e-02    1.8e-04
 166600      8.54e-01    9.13e-01      7.21e-04    1.46e-03      6.28e-02    6.71e-02    1.8e-04
 166700      8.85e-01    8.69e-01      2.37e-03    2.04e-03      6.51e-02    6.39e-02    1.8e-04
 166800      9.06e-01    8.81e-01      1.14e-03    1.03e-03      6.67e-02    6.48e-02    1.8e-04
 166900      8.85e-01    8.29e-01      7.06e-04    1.06e-04      6.51e-02    6.09e-02    1.8e-04
 167000      8.76e-01    8.05e-01      1.01e-03    5.35e-04      6.44e-02    5.92e-02    1.8e-04
 167100      9.14e-01    8.08e-01      1.23e-03    1.07e-03      6.72e-02    5.94e-02    1.8e-04
 167200      9.39e-01    8.49e-01      8.87e-04    6.09e-04      6.91e-02    6.24e-02    1.8e-04
 167300      8.96e-01    8.00e-01      2.62e-03    2.06e-03      6.59e-02    5.88e-02    1.8e-04
 167400      9.07e-01    9.66e-01      8.83e-04    1.17e-03      6.67e-02    7.11e-02    1.8e-04
 167500      9.30e-01    9.49e-01      3.20e-03    2.20e-03      6.83e-02    6.97e-02    1.8e-04
 167600      8.71e-01    9.44e-01      2.11e-03    2.24e-03      6.40e-02    6.94e-02    1.8e-04
 167700      9.14e-01    7.83e-01      6.24e-04    3.24e-04      6.72e-02    5.76e-02    1.8e-04
 167800      8.59e-01    8.91e-01      1.65e-03    1.37e-03      6.32e-02    6.55e-02    1.8e-04
 167900      9.29e-01    8.55e-01      4.07e-03    3.57e-03      6.82e-02    6.28e-02    1.8e-04
 168000      8.85e-01    9.08e-01      3.65e-04    1.05e-03      6.51e-02    6.68e-02    1.8e-04
 168100      9.59e-01    8.56e-01      9.02e-04    7.09e-04      7.05e-02    6.29e-02    1.8e-04
 168200      9.43e-01    8.80e-01      9.14e-04    1.41e-03      6.93e-02    6.47e-02    1.8e-04
 168300      8.65e-01    9.02e-01      2.16e-03    2.44e-03      6.36e-02    6.63e-02    1.8e-04
 168400      8.53e-01    8.46e-01      2.17e-03    2.77e-03      6.27e-02    6.22e-02    1.8e-04
 168500      8.43e-01    8.42e-01      2.39e-04    2.05e-03      6.20e-02    6.19e-02    1.8e-04
 168600      9.30e-01    8.37e-01      2.25e-03    1.21e-03      6.83e-02    6.16e-02    1.8e-04
 168700      9.14e-01    8.99e-01      4.74e-03    6.60e-03      6.70e-02    6.59e-02    1.8e-04
 168800      9.48e-01    8.22e-01      3.34e-03    2.97e-03      6.97e-02    6.04e-02    1.8e-04
 168900      9.93e-01    8.50e-01      2.66e-03    1.55e-03      7.30e-02    6.25e-02    1.8e-04
 169000      9.28e-01    9.09e-01      2.53e-03    2.32e-03      6.82e-02    6.68e-02    1.8e-04
 169100      9.14e-01    8.58e-01      5.99e-04    5.38e-04      6.72e-02    6.31e-02    1.8e-04
 169200      8.80e-01    9.15e-01      1.65e-03    1.15e-03      6.47e-02    6.73e-02    1.8e-04
 169300      8.56e-01    8.93e-01      2.64e-04    1.91e-04      6.30e-02    6.57e-02    1.8e-04
 169400      8.70e-01    7.95e-01      2.86e-05    5.44e-04      6.40e-02    5.84e-02    1.8e-04
 169500      8.89e-01    1.08e+00      4.44e-03    3.04e-03      6.53e-02    7.90e-02    1.8e-04
 169600      9.69e-01    8.80e-01      5.89e-03    6.07e-03      7.11e-02    6.45e-02    1.8e-04
 169700      9.06e-01    9.38e-01      1.52e-03    7.37e-04      6.66e-02    6.90e-02    1.8e-04
 169800      8.44e-01    9.25e-01      1.45e-03    1.26e-03      6.20e-02    6.80e-02    1.8e-04
 169900      1.01e+00    8.50e-01      5.90e-03    4.48e-03      7.43e-02    6.24e-02    1.8e-04
 170000      9.28e-01    1.00e+00      6.68e-03    5.35e-03      6.97e-02    7.53e-02    1.7e-04
 170100      9.04e-01    8.60e-01      2.36e-03    1.57e-03      6.81e-02    6.49e-02    1.7e-04
 170200      9.23e-01    7.33e-01      2.37e-03    2.34e-03      6.96e-02    5.52e-02    1.7e-04
 170300      8.28e-01    8.24e-01      2.64e-03    2.74e-03      6.24e-02    6.21e-02    1.7e-04
 170400      8.06e-01    8.03e-01      3.14e-03    2.96e-03      6.08e-02    6.05e-02    1.7e-04
 170500      8.96e-01    7.94e-01      1.78e-03    1.11e-03      6.76e-02    5.99e-02    1.7e-04
 170600      7.58e-01    8.94e-01      1.25e-03    2.09e-03      5.72e-02    6.74e-02    1.7e-04
 170700      8.40e-01    8.22e-01      4.05e-03    2.70e-03      6.32e-02    6.20e-02    1.7e-04
 170800      8.97e-01    7.58e-01      5.52e-03    5.26e-03      6.75e-02    5.70e-02    1.7e-04
 170900      9.47e-01    8.34e-01      2.17e-03    2.99e-03      7.14e-02    6.28e-02    1.7e-04
 171000      8.70e-01    8.32e-01      1.97e-03    1.92e-03      6.56e-02    6.28e-02    1.7e-04
 171100      8.52e-01    8.04e-01      2.28e-03    2.14e-03      6.42e-02    6.06e-02    1.7e-04
 171200      9.09e-01    7.87e-01      4.42e-03    4.34e-03      6.84e-02    5.93e-02    1.7e-04
 171300      8.01e-01    8.11e-01      4.34e-04    2.74e-04      6.05e-02    6.12e-02    1.7e-04
 171400      8.96e-01    1.07e+00      5.74e-03    3.90e-03      6.74e-02    8.10e-02    1.7e-04
 171500      9.25e-01    8.63e-01      6.08e-03    6.11e-03      6.95e-02    6.48e-02    1.7e-04
 171600      9.03e-01    8.78e-01      1.98e-03    2.78e-03      6.81e-02    6.62e-02    1.7e-04
 171700      8.99e-01    7.84e-01      4.42e-03    4.69e-03      6.77e-02    5.90e-02    1.7e-04
 171800      8.87e-01    8.24e-01      9.24e-04    5.53e-04      6.69e-02    6.21e-02    1.7e-04
 171900      7.96e-01    8.13e-01      1.75e-03    9.89e-04      6.01e-02    6.13e-02    1.7e-04
 172000      9.11e-01    8.19e-01      5.81e-04    1.23e-03      6.87e-02    6.18e-02    1.7e-04
 172100      9.08e-01    9.21e-01      1.12e-03    8.36e-04      6.85e-02    6.95e-02    1.7e-04
 172200      9.36e-01    8.97e-01      9.00e-04    1.04e-03      7.06e-02    6.77e-02    1.7e-04
 172300      9.62e-01    8.07e-01      2.44e-03    2.64e-03      7.25e-02    6.09e-02    1.7e-04
 172400      8.61e-01    9.58e-01      3.36e-03    4.28e-03      6.49e-02    7.21e-02    1.7e-04
 172500      9.25e-01    9.74e-01      1.01e-03    8.08e-05      6.98e-02    7.35e-02    1.7e-04
 172600      8.63e-01    8.42e-01      1.55e-03    1.43e-03      6.51e-02    6.35e-02    1.7e-04
 172700      8.27e-01    7.38e-01      2.17e-03    2.37e-03      6.24e-02    5.56e-02    1.7e-04
 172800      8.38e-01    1.02e+00      2.61e-03    2.09e-03      6.31e-02    7.70e-02    1.7e-04
 172900      9.10e-01    8.78e-01      1.01e-03    4.29e-04      6.86e-02    6.62e-02    1.7e-04
 173000      8.39e-01    9.04e-01      2.67e-03    1.89e-03      6.32e-02    6.82e-02    1.7e-04
 173100      8.69e-01    9.10e-01      4.41e-04    4.83e-04      6.55e-02    6.86e-02    1.7e-04
 173200      9.07e-01    8.33e-01      2.64e-03    1.92e-03      6.84e-02    6.28e-02    1.7e-04
 173300      8.93e-01    9.22e-01      5.48e-03    5.68e-03      6.72e-02    6.93e-02    1.7e-04
 173400      9.62e-01    9.38e-01      3.45e-03    3.66e-03      7.25e-02    7.07e-02    1.7e-04
 173500      8.84e-01    7.57e-01      5.22e-03    5.26e-03      6.65e-02    5.69e-02    1.7e-04
 173600      8.91e-01    8.26e-01      1.27e-03    7.93e-04      6.72e-02    6.23e-02    1.7e-04
 173700      8.47e-01    8.11e-01      1.73e-03    1.74e-03      6.39e-02    6.12e-02    1.7e-04
 173800      8.51e-01    8.04e-01      1.16e-03    1.36e-03      6.42e-02    6.06e-02    1.7e-04
 173900      8.85e-01    7.88e-01      2.42e-03    2.69e-03      6.68e-02    5.94e-02    1.7e-04
 174000      8.64e-01    8.28e-01      9.19e-04    1.26e-03      6.52e-02    6.25e-02    1.7e-04
 174100      9.27e-01    9.33e-01      6.62e-04    9.03e-04      6.99e-02    7.04e-02    1.7e-04
 174200      8.18e-01    7.73e-01      2.89e-03    2.96e-03      6.17e-02    5.83e-02    1.7e-04
 174300      8.74e-01    7.21e-01      3.11e-03    1.45e-03      6.59e-02    5.44e-02    1.7e-04
 174400      8.17e-01    9.06e-01      1.89e-03    1.24e-03      6.16e-02    6.84e-02    1.7e-04
 174500      8.53e-01    8.07e-01      2.24e-03    3.37e-03      6.43e-02    6.08e-02    1.7e-04
 174600      9.14e-01    8.21e-01      3.15e-03    1.91e-03      6.89e-02    6.19e-02    1.7e-04
 174700      8.67e-01    8.48e-01      7.75e-03    6.87e-03      6.50e-02    6.37e-02    1.7e-04
 174800      9.22e-01    8.92e-01      6.58e-03    5.53e-03      6.93e-02    6.71e-02    1.7e-04
 174900      8.63e-01    8.35e-01      5.52e-03    4.44e-03      6.49e-02    6.28e-02    1.7e-04
